ngonngu,theloai_eng,theloai,tensach,hinhanh,tensach,tacgia,giaban,giamgia,giagoc,mota,nxb,hinhthuc,sobinhchon,sodanhgia,namxb
Tiếng Anh,Home & Garden,Trang chủ & Vườn,Best Perennials for Sun and Shade (Home Grown Gardening),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_12988.jpg,Best Perennials for Sun and Shade (Home Grown Gardening),"Harcourt, Mifflin, Houghton",334,5,129.000đ,"Best Perennials for Sun and Shade (Home Grown Gardening)

A quick-reference guide to planting perennials for gardeners with little experience and time.",Houghton Mifflin Harcourt,Bìa Mềm,0,(0 đánh giá),2019
Tiếng Anh,History & Archaeology,Lịch sử và Khảo cổ học,India 3.0: The Rising Billion,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_29664.jpg,India 3.0: The Rising Billion,Arun Tiwari,252,10,280.000 đ,"India 3.0: The Rising Billion

On 8 November 2016, India radically changed its future course, a change that has precedent only in such momentous occasions in Indian history as the Independence (India 1.0) and economic liberalization (India 2.0). Prime Minister Modi took a decisive step to pluck the scourge of black money at its root, by demonetizing high-value currency notes, and though it caused much inconvenience the people were willing to brave it for the country. It was a resilient India's thirst for self-realization and heralded a new consciousness of the Indian people -- one that seeks political willpower and integrity. India's future has been the ground of many contentions and to date, it remains the greatest and most far-reaching political experiment in human history. From being a democracy to its aspirations of being a global powerhouse -- the world has looked on with curiosity the development of its rising billion.",HarperCollins,Bìa Mềm,0,(0 đánh giá),2019
Tiếng Anh,Food & Drink,Thực phẩm và Đồ uống,The I Love Lucy Cookbook: Classic Recipes Inspired By The Iconic TV Show,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_241875.jpg,The I Love Lucy Cookbook: Classic Recipes Inspired By The Iconic TV Show,Jenn Fujikawa,384,10,427.000 đ,"The I Love Lucy Cookbook: Classic Recipes Inspired By The Iconic TV Show

Learn to feast like Lucy, Ricky, Fred, and Ethel and entertain in retro style with this collection of craveable classic recipes inspired by one of the greatest TV shows of all time. Recipes include:

- Cuban dishes such as Ricky Ricardo's Arroz con Pollo and Tropicana nightclub favorites

- Chocolate treats and other sweet delicacies inspired by Kramer's Kandy Kitchen

- Mid-century Hollywood's finest fare, from episodes set in the sunny film capital

- Classic dishes from season three's ""The Diner""

- ""Pioneer Women"" Fresh-Baked Bread (easy on the yeast!)

- Classic cocktails to toast life's big events -- plus a recipe for Vitameatavegamin, so you can spoon your way to health!

The I Love Lucy Cookbook brings to scrumptious life food featured on the show, as well as tantalizing dishes inspired by classic episodes such as ""Lucy's Italian Movie,"" ""Job Switching,"" and ""Paris at Last."" Filled with photos and illustrations, the book is also an exuberant celebration of an era and unforgettable television moments.",Running Press Adult,Bìa Cứng,0,(0 đánh giá),2021
Tiếng Anh,Food & Drink,Thực phẩm và Đồ uống,Step-by-Step Cake Decorating,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_180164_1_43_1_57_1_4_1_2_1_210_1_29_1_98_1_25_1_21_1_5_1_3_1_18_1_18_1_45_1_26_1_32_1_14_1_3064.jpg,Step-by-Step Cake Decorating,Karen Sullivan,355,10,395.000 đ,"Hundreds of creative ideas for cakes, cupcakes and cake pops

Make your cake the star of any celebration as Step-by-Step Cake Decorating teaches you how to decorate cakes one step at a time. Step-by-step instructions will help you to master the techniques of piping, stencilling and painting. In no time you'll be making spectacular sweet creations.

Decorating possibilities are endless with flawless fondant, royal icing and fluffy buttercream and key ingredients are explained so that your icing tastes as good as it looks. A guide to cake decorating equipment ensures that you have everything you need. Expert cake decorators show you simple ways to create everything from elegant flowers to a cake pop pirate with a selection of 70 top step-by-step sequences from the print book. 20 unique projects let you show off your skills, from bespoke birthday cupcakes to beautiful butterfly cupcakes, ideal for summer entertaining.

Perfect for the enthusiastic decorator Step-by-Step Cake Decorating will inspire creative ideas for cakes, cupcakes and cake pops for every occasion.",Dorling Kindersley Ltd,Bìa Cứng,0,(0 đánh giá),1/10/2013
Tiếng Anh,Religion,Tôn giáo,The Maxwell Daily Reader: 365 Days of Insight to Develop the Leader Within You and Influence Those Around You,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9781400203390.jpg,The Maxwell Daily Reader: 365 Days of Insight to Develop the Leader Within You and Influence Those Around You,John C Maxwell,224,11,252.000 đ,"Learn ""to"" Lead―not just ""for"" yourself, but for ""the"" people who follow you. For countless readers around the world, his name is synonymous with leadership. And for more than two million organizational leaders, the wisdom of John C. Maxwell has ignited learning, growth, and lasting change. Now, for the first time, that wisdom has been distilled into a single and powerful volume. ""The Maxwell Daily Reader"" draws its unique power from an ageless truth: the heart of leadership is created through actions, put into practice one day at a time. Inside, each day's message will equip you with the inspiration and advice to unlock every bit of your leadership potential.",Nelson Books an imprint of Thomas Nelson Publishers,Bìa Mềm,0,(0 đánh giá),19/04/2011
Tiếng Anh,Home & Garden,Trang chủ & Vườn,"Goodbye, Things: On Minimalist Living",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9780141986388.jpg,"Goodbye, Things: On Minimalist Living",Fumio Sasaki,201,10,224.000 đ,"Goodbye, Things: On Minimalist Living


'Meet the new king of decluttering' - The Times

'Take your spring cleaning to the next level with Goodbye, Things by Fumio Sasaki' - Parade

'There's happiness in having less. If you are anything like how I used to be - miserable, constantly comparing yourself with others, or just believing your life sucks - I think you should try saying goodbye to some of your things'

Fumio Sasaki is a writer in his thirties who lives in a tiny studio in Tokyo with three shirts, four pairs of trousers, four pairs of socks and not much else. A few years ago, he realised that owning so much stuff was weighing him down - so he started to get rid of it.

In this hit Japanese bestseller, Sasaki explores the philosophy behind minimalism and offers a set of straightforward rules - discard it if you haven't used it in a year; be a borrower; find your uniform; keep photos of the things you love - that can help all of us lead simpler, happier, more fulfilled lives.",Penguin Books,Bìa Mềm,0,(0 đánh giá),2017
Tiếng Anh,Art & Photography,Nghệ thuật & Nhiếp ảnh,100 Ideas That Changed Fashion,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_241860.jpg,100 Ideas That Changed Fashion,Laurence King Publishing,759,10,844.000 đ,"100 Ideas That Changed Fashion

100 Ideas That Changed Fashion chronicles the most influential fashion ideas that changed womenswear in the West from 1900 to the present day. The book will be visually arresting, exciting to read and an inspiring fashion bible. Charting the incidents and ideas that changed the way women dress, it gives a unique perspective on the history of twentieth-century fashion. Rather than just documenting the changes in fashion, it also explains why these changes happened. From the invention of the bias cut and the stiletto heel to designers such as Coco Chanel who changed the way we think about clothes, the book will be entertaining, intelligent and a visual feast",Laurence King Publishing,Bìa Mềm,0,(0 đánh giá),2012
Tiếng Anh,Art & Photography,Nghệ thuật & Nhiếp ảnh,Hanoi Promenade,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_180164_1_43_1_57_1_4_1_2_1_210_1_29_1_98_1_25_1_21_1_5_1_3_1_18_1_18_1_45_1_26_1_32_1_14_1_822_1.jpg,Hanoi Promenade,NXB Thông Tấn,427,11,480.000 đ,"What makes a city livable? At a time of rapid urbanization, experts struggle to find the magic formula. They argue about whether it should be walkable or built on expressways, compact or sprawling… Whether its land zoning should separate or mix residential and commercial functions; whether the secret lies in attracting the wealth of the financial sector or the talent of the artistic community. Whether skyscrapers would bring the necessary population density or strict architectural regulations would protect its character. Like alchemists in the Middle Ages, they covet the philosopher’s stone that could make the miracle happen, transforming lowly matter into shining gold. With a similar degree of success, it appears.
While many big cities in East Asia are becoming terribly ugly or terminally boring (sometimes both), Hanoi remains more than just livable: it is truly lovable. Through a thousand years of history, it seems to have found on its own the cherished elixir of life. More cooking recipe than scientific blueprint… to a point where very few Hanoians would be able to tell where the secret lies, despite them unanimously loving their city.
As could be expected in a country with a great cuisine, Hanoi combines the right ingredients in ideal doses. Buildings in the most diverse architectural styles stand harmoniously next to each other; from traditional to Soviet, from Art Déco to Kiểu pháp, from Beaux Arts to KTTs. Quiet prayer and buzzing trade intermingle in surprising ways. Life unfolds on sidewalks during the day and passion blossoms on motorbikes at night. Leafy avenues inspired by the Enlightenment alternate with narrow alleys of unmistakable Asian flavor. Even the undeniable chaos is misleading, as it protects a delicate balance between transformation and preservation, allowing the social fabric to adapt rather than disappear.
This book is an attempt to understand the formula that makes Hanoi a source of pleasure and fulfillment, more than just a convenient engine of prosperity. It conveys images and thoughts from endlessly wandering across her, listening to her, admiring her, from all possible angles. Through readings and food, from work and poetry, in friendship and celebration… Organized as a cooking guide in the spirit of a phở recipe, the book contains two dozen short chapters focusing on one ingredient each, trying to uncover its subtle contribution to the charm and character of Hanoi.
Beyond the essay on urban alchemy, this book can be read as a love story, with all the associated joy and suffering. It declares being amazed by her and hopelessly falling for her. It shamelessly confesses about wanting to be back to her. But it also reflects on the sadness of seeing her lose her village girl emotion, to drift into thoughtless modernization and frivolous consumerism. Watching Hanoi develop is wondering which of the many forces at play will prevail and for how long the age-old recipe will continue to work. Loving her is hoping, naively perhaps, that the magic will last forever.
 
Martín Rama is an economist by profession and a dilettante by vocation. He has been in an on-and-off relationship with Hanoi since 1998, living there from 2002 to 2010, when he served as the Lead Economist for the World Bank. He is the author of “Making Difficult Choices: Vietnam in Transition”, based on a year of conversations with H.E. Mr. Võ Văn Kiệt. He has also published numerous academic articles. For many years he was the main author of the Vietnam Development Report series.",NXB Thông Tấn,Bìa Cứng,0,(0 đánh giá),2018
Tiếng Anh,Computing,Điện toán,The Advanced Photography Guide: The Ultimate Step-by-Step Manual for Getting the Most from Your Digital Camera,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_19676.jpg,The Advanced Photography Guide: The Ultimate Step-by-Step Manual for Getting the Most from Your Digital Camera,"DK, David Taylor",355,10,395.000 đ,"The Advanced Photography Guide: The Ultimate Step-by-Step Manual for Getting the Most from Your Digital Camera

Take your photography skills and technique to the next level with this inspiring and informative guide for budding photographers looking to improve their photography repertoire.

Featuring a comprehensive range of topics from experimenting with lenses, exposure, and aperture to useful post-production techniques, the easy to follow step-by-step tutorials show you to master the functions on your cameras and develop exciting new techniques. As well as refreshing your existing knowledge, you will learn more advanced skills, such as how to freeze movement, use filters, and create brilliant images from multiple exposures.

Flick through inspiring ideas for projects exploring themes ranging from close-ups and portraits to street scenes, landscapes, and the night sky, while useful tips and hints help you to think creatively, and tackle ""difficult"" subjects. Packed with practical advice and beautiful images, The Advanced Photography Guide will give you the know-how and confidence to produce truly stunning images and develop a distinctive style of your own.",DK,Bìa Cứng,0,(0 đánh giá),2018
Tiếng Anh,Crime & Thriller,Tội phạm & Phim kinh dị,Black Sunday,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934986054578.jpg,Black Sunday,HODDER & STOUGHTON,202,10,225.000 đ,"Black Sunday
The gripping race-against-time debut thriller from the internationally bestselling author of The Silence of the Lambs.
Vietnam veteran Michael Lander wants the country that made him suffer to suffer in return.
Al-Fatah operative Dahlia Iyad wants to help him turn his bold plan into devastating reality.
David Kabakov, Mossad's most dedicated soldier, is determined to uncover the plot before it's too late.
All he and the FBI know is that it will be apocalyptic.
They don't know about the 1,200 pounds of explosives on their way to the states.
The largest, deadliest bomb on American soil.
That it will detonate in front of millions at the biggest sporting event of the season.
The day of horror is nearly here...
Black Sunday.",HODDER & STOUGHTON,Bìa Mềm,0,(0 đánh giá),2019
Tiếng Anh,Travel & Holiday Guides,Hướng dẫn du lịch và kỳ nghỉ,Survival Vietnamese: Vietnamese Phrasebook : How to Communicate Without Fuss or Fear - Instantly!,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_103670.jpg,Survival Vietnamese: Vietnamese Phrasebook : How to Communicate Without Fuss or Fear - Instantly!,Tuttle Publishing,125,10,139.000 đ,"A handy Vietnamese phrasebook and guide to the Vietnamese language, ""Survival Vietnamese"" contains basic vocabulary necessary for getting around. This book contains all the necessary words and phrases for speaking Vietnamese in any kind of setting. Perfect for students, tourists, or business people learning Vietnamese or traveling to Vietnam, it also contains a beginner guide to the Vietnamese language, allowing for a deeper understanding of Vietnamese than a typical Vietnamese phrasebook or Vietnamese dictionary. The phrasebook book is broken into four basic sections: Common Vietnamese Expressions and Key Words, Essential Vietnamese Communication Tools, Vietnamese Travel Vocabulary, and making your own sentences. All Vietnamese words and phrases are written in Romanized form as well phonetically, making pronouncing Vietnamese a breeze. Authentic Vietnamese script is also included so that in the case of difficulties the book can be shown to the person the user is trying to communicate with. This phrasebook includes: Hundreds of useful Vietnamese words and expressions. An A-Z index which allows the book to function as a English-Vietnamese dictionary. Romanized forms, phonetic spellings, and Vietnamese script for all words and phrases. A concise background and history of the Vietnamese language. A complete guide to Vietnamese pronunciations. A concise guide to using Vietnamese tones. A brief introduction to Vietnamese grammar.Not everyone has time to attend regular Vietnamese classes. A busy schedule, however, does not mean you cannot learn Vietnamese. With this fun and easy phrase book you will soon be speaking Vietnamese without fear or fuss! Titles in this bestselling phrase book series include: ""Survival Japanese, Survival Arabic, Survival Vietnamese, Survival Tagalog, Survival Hindi, and Survival Korean""",Tuttle Publishing,Bìa Mềm,0,(0 đánh giá),2015
Tiếng Anh,Home & Garden,Trang chủ & Vườn,Kinfolk Volume 34,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_42187.jpg,Kinfolk Volume 34,Kinfolk,261,10,291.000 đ,"Kinfolk Volume 34

Intimacy is what distinguishes those who are dear to us from those who are simply near. This issue of Kinfolk explores the balance between our contradictory cravings for both secure and stable relationships and the freedom to follow our hearts, our sexual desires, and our need to be whole without the help of another. We take psychotherapist Esther Perel as our lodestar. It's a role shes played for the clients at her New York practice and for millions of others through her books and the podcast Where Should We Begin, which offers the chance to listen in on anonymous couples during therapy sessions. Perel's approach has always been to challenge the fundamental contradictions in how we think about romantic intimacy: is it really feasible to expect one person to fulfil our every need - for the rest of our life? In Issue Thirty-Four, we experience the thrill of people and places spilling their secrets. Amaryllis Fox - an ex-CIA spy who spent her 20s negotiating in some of the world's most dangerous conflict zones - cracks open the mysteries of the Clandestine Service, and what they've taught her about peace. We also present the result of our own months-long international operation: to gain access to an art deco royal palace in Gujurat, India. As the nights close in, our contributors look beyond this world and into other more mysterious ones: they mull over the popularity of horoscopes and what to eat at funerals. Elsewhere, a photo essay by Gustav Almestal explores the solitary indulgence of comfort foods, so tied to our most intimate of spaces - our homes - and so appealing during break ups.",Kinfolk,Bìa Mềm,0,(0 đánh giá),2019
Tiếng Anh,Food & Drink,Thực phẩm và Đồ uống,Jamie Cooks Italy,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_194716.jpg,Jamie Cooks Italy,Jamie Oliver,538,11,605.000 đ,"Dự Kiến Có Hàng Từ 12 - 15 Tuần Kể Từ Ngày Đặt
Jamie Cooks Italy
Jamie Cooks Italy is a celebration of the joy of Italian food. Jamie wants to share his love of all things Italian with accessible, best-ever recipes for Classic Carbonara, Salina Chicken, Stuffed Focaccia, Baked Risotto Pie, Pot-Roasted Cauliflower and Limoncello Tiramisu. This is about bringing the pleasure and passion of the world's favourite cuisine to your kitchen at home.
Featuring 140 recipes in Jamie's easy-to-follow style, the book has chapters on Antipasti, Salad, Soup, Meat, Pasta, Fish, Rice & Dumplings, Bread & Pastry, Sides, Desserts and all the Basics you need.
The recipes are a mix of fast- and slow-cooking, familiar classics with a Jamie twist, simple everyday dishes and more indulgent labour-of-love choices for weekends and celebrations. Whether cooking for yourself or cooking for friends and family, the aromas and tastes will transport you straight to the landscapes of Italy. Viva Italia!
Don't wait, PREORDER Jamie Cooks Italy now!",Michael Joseph,Bìa Cứng,0,(0 đánh giá),2018
Tiếng Anh,Entertainment,Giải trí,And on That Bombshell : Inside the Madness and Genius of Top Gear,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_82877.jpg,And on That Bombshell : Inside the Madness and Genius of Top Gear,Orion Publishing Co,728,10,809.000 đ,"I was Top Gear's script editor for 13 years and all 22 series. I basically used to check spelling and think of stupid gags about The Stig. I also got to hang around with Jeremy Clarkson, Richard Hammond and James May. It didn't feel like something you should get paid for. From the disastrous pilot show of 2002 to the sudden and unexpected ending in 2015, working on Top Gear was quite a rollercoaster ride. We crossed continents, we made space ships, we bobbed across the world's busiest shipping lane in a pick-up truck. We also got chased by an angry mob, repeatedly sparked fury in newspapers, and almost killed one of our presenters. I realised that I had quite a few stories to tell from behind the scenes on the show.
I remembered whose daft idea it was to get a dog. I recalled the willfully stupid way in which we decorated our horrible office. I had a sudden flashback to the time a Bolivian drug lord threatened to kill us. I decided I should write down some of these stories. So I have. I hope you like them. And now, a quote from James May: 'Richard Porter has asked me to ""write a quote"" for his new book about the ancient history of Top Gear. But this is a ridiculous request. How can one ""write a quote""? Surely, by definition, a quote must be extracted from a greater body of writing, for the purpose of illustrating or supporting a point in an unrelated work. I cannot ""write a quote"" any more than I could ""film an out-take"". 'Porter, like Athens, has lost his marbles.' - James May",Orion Publishing Co,Bìa Cứng,0,(0 đánh giá),22/12/2015
Tiếng Anh,Entertainment,Giải trí,IncrediBuilds: Disney: Minnie Mouse Book and 3D Wood Model,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_141477.jpg,IncrediBuilds: Disney: Minnie Mouse Book and 3D Wood Model,Incredibuilds,234,10,261.000 đ,"Build and customize a 3D wood model of one of Walt Disney's most beloved characters, Minnie Mouse. Build and color your own 3D Minnie Mouse model! From Steamboat Willie to Maestro Minnie, Minnie Mouse has remained one of the most beloved characters in animation history. Now fans can reimagine their favorite Disney classic by building their own 3D wood model of her. This deluxe kit includes fun facts about Minnie Mouse through the ages, as well as unique crafting ideas for the wood model. Includes: --Laser-cut, FSC(R)-certified wood sheet with easy-to-assemble pieces --Step-by-step instructions --Coloring and crafting ideas and a softcover booklet",Incredibuilds,Bìa Mềm,0,(0 đánh giá),1/11/2017
Tiếng Anh,Medical,Y,Pediatric Dermatology,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_24241.jpg,Pediatric Dermatology,Bernard A Cohen,948,5,998.000 đ,"Clinically focused and practical, this diagnostic reference is ideal for anyone who treats children with skin disorders. Over 800 top-quality full-color illustrations, balanced by clear and succinct text, deliver the right amount of clinical detail to help readers identify a wide range of diseases. Plus, summary tables and differential diagnosis algorithms help simplify diagnosis.",Saunders (W.B.) Co Ltd,Bìa Mềm,0,(0 đánh giá),9/8/2013
Tiếng Anh,Travel & Holiday Guides,Hướng dẫn du lịch và kỳ nghỉ,Be More Japan: The Art Of Japanese Living,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_42218.jpg,Be More Japan: The Art Of Japanese Living,DK Eyewitness,344,10,383.000 đ,"Be More Japan: The Art Of Japanese Living

Whether you're dreaming about your first journey, revisiting the trip of a lifetime or simply in love with all things Japan, Be More Japan will transport you to this fascinating country.

Dive into the thrilling and serene world of Shinto monks, street food vendors, anime characters, Okinawan centenarians, technological innovators, J-Pop megastars, ancient philosophers, onsen dwellers and so many more.

There are so many ways to fall in love with Japan. It's home to one of the world's most unique cultures: a perfectly balanced celebration of past traditions; the vibrancy of now and the need to look fearlessly into the future.

From architecture to martial arts; from ramen to robots; kawaii to Kusama; ikigai to ikebana; towering skyscrapers to shrines - Be More Japan uncovers the art and creativity behind modern Japanese living through its kaleidoscope of contrasting places, people and practices.

With beautiful design throughout and with each page alive with facts, history and inspiration, Be More Japan invites you to absorb a little Japanese wisdom into your daily life.",DK Eyewitness,Bìa Cứng,0,(0 đánh giá),2019
Tiếng Anh,Art & Photography,Nghệ thuật & Nhiếp ảnh,Glory: Magical Visions Of Black Beauty,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_234088.jpg,Glory: Magical Visions Of Black Beauty,St. Martin's Press,471,10,524.000 đ,"Glory: Magical Visions Of Black Beauty

From the dynamite husband-and-wife duo behind CreativeSoul Photography comes GLORY, a photography book that shatters the conventional standards of beauty for Black children. With stunning images of natural hair and gorgeous, inventive visual storytelling, GLORY puts Black beauty front and center with more than 100 breathtaking photographs and a collection of powerful essays about the children. At its heart, it is a recognition and celebration of the versatility and innate beauty of Black hair, and Black beauty. The glorious coffee-table book pays homage to the story of our royal past, celebrates the glory of the here and now, and even dares to forecast the future. It brings to life past, present, and future visions of Black culture and showcases the power and beauty of recognizing and celebrating oneself. Beauty as an expression of who you are is power. When we define our own standards of beauty, we take back that power. GLORY encourages children around the world to feel that power and harness it.",St. Martin's Press,Bìa Cứng,0,(0 đánh giá),2020
Tiếng Anh,Food & Drink,Thực phẩm và Đồ uống,Pinch Of Nom Food Planner: Includes 26 New Recipes,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_218568.jpg,Pinch Of Nom Food Planner: Includes 26 New Recipes,"Kate Allinson, Kay Featherstone, Laura Davies",178,10,198.000 đ,"Pinch Of Nom Food Planner: Includes 26 New Recipes

From the record-breaking no.1 bestselling authors of Pinch of Nom comes this six-month journal containing everything you need to chart progress, plan weekly meals and smash your goals.

This meal planner is the perfect tool to help you stay on track, set out in a simple format with diet diary-style pages that are easily adaptable to your personal slimming guidelines. With one brand new recipe per week this gives you twenty-six exclusive Pinch of Nom recipes – all delicious, full of flavour and designed to keep you full and satisfied. Whether you want to keep track of calories, jot down your shopping lists, record healthy treats or celebrate key achievements, this book helps you plan for the future and see how far you’ve come.

To give you more pages for writing up your goals and food plans, this book does not have any photographs of the recipes, however you can find them on the Pinch of Nom website. Instead the book is beautifully designed and illustrated with line drawings.

The Pinch of Nom food blog has a hugely engaged online following and has helped thousands of people to lose weight and cook incredibly delicious and varied recipes. Packed with advice for keeping to your goals and stories from community members, the Pinch of Nom Food Planner is the ideal companion for tracking your weight-loss journey.",Bluebird,Bìa Mềm,0,(0 đánh giá),2019
Tiếng Anh,Food & Drink,Thực phẩm và Đồ uống,Tasty As F*ck: Easy Recipes For When You'Re Really F*cking Hungry,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_234656.jpg,Tasty As F*ck: Easy Recipes For When You'Re Really F*cking Hungry,Castle Point Books,345,10,384.000 đ,"Tasty As F*ck: Easy Recipes For When You'Re Really F*cking Hungry

An edgy, funny, and outrageously helpful cookbook for those of us who want a side of sass with our burgers. With easy recipes for quick dinners you can make without a culinary degree and ten trips to the store, Tasty as F*ck is a go-to reference for new cooks, tired cooks, and cooks who just don’t give a f*ck anymore.",Castle Point Books,Bìa Cứng,0,(0 đánh giá),2020
Tiếng Anh,Technology & Engineering,Công nghệ & Kỹ thuật,A Brief History of Time : From the Big Bang to Black Holes,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_6752.jpg,A Brief History of Time : From the Big Bang to Black Holes,Penguin Random House USA,135,10,151.000 đ,"A Brief History of Time : From the Big Bang to Black Holes

NO. 1 NEW YORK TIMES BESTSELLER

Published more than two decades ago to great critical acclaim and commercial success, A Brief History of Time has become a landmark volume in science writing. Stephen Hawking, one of the great minds of our time, explores such profound questions as: How did the universe begin—and what made its start possible? Does time always flow forward? Is the universe unending—or are there boundaries? Are there other dimensions in space? What will happen when it all ends?

Told in language we all can understand, A Brief History of Time plunges into the exotic realms of black holes and quarks, of antimatter and “arrows of time,” of the big bang and a bigger God—where the possibilities are wondrous and unexpected. With exciting images and profound imagination, Stephen Hawking brings us closer to the ultimate secrets at the very heart of creation.",Penguin Random House USA,Bìa Mềm,0,(0 đánh giá),2018
Tiếng Anh,Food & Drink,Thực phẩm và Đồ uống,Skinny Desserts: 80 Flavour-Packed Recipes Of Less Than 300 Calories (Skinny Series),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_231265.jpg,Skinny Desserts: 80 Flavour-Packed Recipes Of Less Than 300 Calories (Skinny Series),Kyle Books,315,10,351.000 đ,"Skinny Desserts: 80 Flavour-Packed Recipes Of Less Than 300 Calories (Skinny Series)

In Skinny Desserts Kathryn Bruton has created a collection of delectable sweet dishes that includes the things we all know and love - crème brûlée, citrus tarts, cheesecakes, meringues, ice cream, souffles and éclairs - but with clever minor adjustments each classically calorific recipes is under 300 calories per portion.

Chapters cover Cakes, Tarts and Pies, Chocolate, Meringue, Frozen and Fruit, along with a bonus section of Petit Fours and Small Bites for when you just want a little treat of something extra special. From Lemon & Honey Ricotta Cheesecake with Roasted Plums and Salted Peanut Butter Popcorn with Caramel Cream, to Blood Orange & Rhubarb Roulade, Coconut, Lime & Mango Macaroon Ice Cream Sandwiches and Raspberry Ripple Custard Doughnuts, there's something to satisfy every kind of sweet tooth. Each recipe is as enticing and delicious as you would expect a sweet dessert to be, but without the guilt of consuming excessive calories.",Kyle Books,Bìa Mềm,0,(0 đánh giá),2019
Tiếng Anh,Food & Drink,Thực phẩm và Đồ uống,The Beginner’s Keto Meal Plan: A Six-Week Guide To Starting Your Keto Diet The Right Way,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_235031.jpg,The Beginner’s Keto Meal Plan: A Six-Week Guide To Starting Your Keto Diet The Right Way,Page Street Publishing,345,10,384.000 đ,"The Beginner’s Keto Meal Plan: A Six-Week Guide To Starting Your Keto Diet The Right Way

Eliminate Stress and Guesswork with This Easy Guide to Low-Carb, High-Fat Cooking

Transitioning to a Keto diet can feel overwhelming and confusing. But luckily for you, Kassey Cameron is a seasoned Keto pro and is here to share her know-how―including a 6-week meal plan to help you kick off your Keto journey with ease.

Kassey’s delicious high-fat, low-carb recipes have all your breakfast, lunch, dinner and snack needs covered. Get your day started right with tasty recipes like Mini Mexican Crustless Quiches or Maple Bacon Donuts that’ll give you energy to tackle your to-do list. Grab a bowl of The Best Mac and Cheese or whip up a Bacon and Spinach Calzone for a mid-day refuel. Make dinnertime a snap with to-die-for meals like Grilled Margherita Chicken, Beef Bourguignon or Pan-Seared Tomato Basil Haddock. And don’t forget your sweet treats―desserts and snacks like Snickers Chia Seed Pudding, Strawberry Shortcake for Two and Cannoli Fat Bombs will satisfy your sweet tooth without throwing off your diet!

With Kassey’s standout recipes and meal plan, plus all the useful tips and tricks you need for tracking macros, learning which foods to avoid, balancing your electrolytes and more, adopting a Keto diet couldn’t be easier!",Page Street Publishing,Bìa Mềm,0,(0 đánh giá),2021
